date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:01	486011/486011	---MCZ	200	added ('OK')	text/html	etag:W/%22b4f0f6821dc8c8bbe91124e3986be514%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=36	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees3bbf.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=35)
14:10:04	489999/489999	---MCZ	200	added ('OK')	text/html	etag:W/%229d47b822d5f7bf66830b13968566f633%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=37	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees03a8.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=36)
14:10:07	484478/484478	---MCZ	200	added ('OK')	text/html	etag:W/%222ad7e366b21c0526dd5d6b6f3c198bcc%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=38	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesc779.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=37)
14:10:10	482700/482700	---MCZ	200	added ('OK')	text/html	etag:W/%22098b1c4c3a51476e8b99fad68c4ff903%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=39	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees96de.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=38)
14:10:13	480066/480066	---MCZ	200	added ('OK')	text/html	etag:W/%2231e139843e22e2d7d7e5af643dffc1de%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=40	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees8ed3.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=39)
14:10:16	486261/486261	---MCZ	200	added ('OK')	text/html	etag:W/%22e4c7e28f1f888b1d5f041abee8e040c7%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=41	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesb8b9.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=40)
14:10:20	485087/485087	---MCZ	200	added ('OK')	text/html	etag:W/%2294ced9f1c5eb0c7b7bdc396329d487df%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=42	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leescb23.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=41)
14:10:23	489428/489428	---MCZ	200	added ('OK')	text/html	etag:W/%22dc79ad570bcc1809c5d5a451dd714fa8%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=43	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesd087.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=42)
14:10:27	488600/488600	---MCZ	200	added ('OK')	text/html	etag:W/%22eac3d80c61b5c9a93254eac1238fad5f%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=44	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees8244.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=43)
14:10:30	485747/485747	---MCZ	200	added ('OK')	text/html	etag:W/%2237e00b97875b36347cf39de963c1c608%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=45	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesb921.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=44)
14:10:33	486013/486013	---MCZ	200	added ('OK')	text/html	etag:W/%229242a8f45c6335c3e987defc44943d5b%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=46	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesdec6.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=45)
14:10:37	483103/483103	---MCZ	200	added ('OK')	text/html	etag:W/%224a3b9c9efc439ead221ea11b084daca4%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=47	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesaafb.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=46)
14:10:40	484266/484266	---MCZ	200	added ('OK')	text/html	etag:W/%221da50f136a7b6b18cb790c827e1fbc05%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=48	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees0e8f.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=47)
14:10:43	484735/484735	---MCZ	200	added ('OK')	text/html	etag:W/%22599240bd27fa086f2c9ed28cbb1c3046%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=49	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leese05b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=48)
14:10:46	483533/483533	---MCZ	200	added ('OK')	text/html	etag:W/%22c0f8bc7fdd159451cffc5e3f5f016301%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=50	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees8395.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=49)
